lambda,stepsize,epsilon,batch_size,layer_number,neuron,activation,activation_output,initialization,seed,error_train,error_test,error_train_variance,error_test_variance,acc_train,acc_test,acc_train_variance,acc_validation_variance
0.0005,0.001,0.0009,32,2,10,tanh,tanh,xavier,0,0.05742630617314102,0.09353462438915189,7.651792754412353e-05,0.0008763423636016832,0.9458333333333334,0.9333333333333332,0.00024305555555555506,0.0018055555555555544
0.0005,0.001,0.0009,32,2,10,tanh,tanh,xavier,10,0.050416403933602784,0.10228638407608374,3.191026667096292e-06,3.306618216139859e-05,0.9499999999999998,0.8833333333333333,1.232595164407831e-32,0.0005555555555555565
0.0005,0.001,0.0009,32,2,10,tanh,tanh,xavier,20,0.050445371380059105,0.09031015282978642,0.0001628861350576721,0.0006265251325673001,0.9500000000000001,0.9249999999999999,0.000729166666666667,0.0012499999999999985
0.0005,0.001,0.0009,122,1,3,tanh,tanh,uniform,0,0.08330765616185672,0.1250516108463898,0.00015060140508577896,0.00032134333431995624,0.9500000000000001,0.9250000000000002,0.000729166666666667,0.0004166666666666656
0.0005,0.001,0.0009,122,1,3,tanh,tanh,uniform,10,0.09416209442028149,0.11334894145654473,2.0609320281684954e-06,0.00020916256058617043,0.9333333333333332,0.9333333333333332,3.472222222222198e-05,0.0001388888888888879
0.0005,0.001,0.0009,122,1,3,tanh,tanh,uniform,20,0.07862142496730275,0.12039227347493232,1.1594049515164766e-05,0.00020092675121765542,0.9375,0.9,0.0004166666666666674,0.002916666666666668
0.0005,0.001,0.0009,122,1,3,tanh,tanh,xavier,0,0.09014159701777043,0.14051412736594535,6.0008972956778396e-05,0.0007247415878252806,0.9375,0.9333333333333332,0.00010416666666666593,0.000972222222222221
0.0005,0.001,0.0009,122,1,3,tanh,tanh,xavier,10,0.09601859554863407,0.11820491888325395,1.4242499704307676e-05,0.0002443709341858678,0.9333333333333332,0.9333333333333332,3.472222222222198e-05,0.0001388888888888879
0.0005,0.001,0.0009,122,1,3,tanh,tanh,xavier,20,0.0852691504233143,0.10193326758806254,7.992817198934574e-05,0.0005282323676201445,0.9333333333333332,0.9333333333333332,0.00024305555555555539,0.000972222222222221
0.0005,0.001,0.0009,122,1,10,tanh,tanh,uniform,0,0.0848125572275102,0.12783951148964656,2.6947292487148946e-05,0.00012062856219555114,0.9333333333333335,0.9,0.00045138888888888936,0.0012499999999999985
0.0005,0.001,0.0009,122,1,10,tanh,tanh,uniform,10,0.05647268120837264,0.09044184557131024,6.396477178516009e-05,0.0006388298890796421,0.9458333333333334,0.9249999999999999,0.0002430555555555551,0.0012499999999999985
0.0005,0.001,0.0009,122,1,10,tanh,tanh,uniform,20,0.054569789773509146,0.09711108574375037,0.00012374544066892537,0.0016154246885130314,0.9583333333333334,0.9249999999999999,0.00013888888888888916,0.001666666666666666
0.0005,0.001,0.0009,122,1,10,tanh,tanh,xavier,0,0.0907837798313464,0.13953569793566642,0.00014076206502475644,0.0013343590671634454,0.9375,0.9166666666666666,0.0003124999999999996,0.0018055555555555544
0.0005,0.001,0.0009,122,1,10,tanh,tanh,xavier,10,0.05623891470272613,0.09975214183380408,0.00010621287023953681,0.0003904165153631495,0.9541666666666666,0.9083333333333333,0.00024305555555555539,0.0026388888888888885
0.0005,0.001,0.0009,122,1,10,tanh,tanh,xavier,20,0.06620402952387834,0.09053041975618725,0.00011478257528447913,0.00037279108700279877,0.9333333333333332,0.9333333333333332,0.0004513888888888894,0.0018055555555555544
0.0005,0.001,0.0009,122,2,3,tanh,tanh,uniform,0,0.06999398214337091,0.09935555776744291,0.0001923957771975336,0.00024281483371492354,0.9333333333333332,0.9333333333333332,0.0004513888888888894,0.0018055555555555544
0.0005,0.001,0.0009,122,2,3,tanh,tanh,uniform,10,0.07473191320852025,0.0877822242440312,8.120337365178709e-07,5.7319690345446564e-05,0.9333333333333332,0.9333333333333332,3.472222222222198e-05,0.0001388888888888879
0.0005,0.001,0.0009,122,2,3,tanh,tanh,uniform,20,0.06498143664264182,0.10128762031294923,1.5429315318972407e-05,7.490514145591733e-05,0.9416666666666668,0.9250000000000002,3.472222222222198e-05,0.0004166666666666656
0.0005,0.001,0.0009,122,2,3,tanh,tanh,xavier,0,0.07168237138482027,0.09937761554115022,0.00017363740052330672,0.0001365810468212253,0.9375,0.9333333333333332,0.0004166666666666674,0.0018055555555555544
0.0005,0.001,0.0009,122,2,3,tanh,tanh,xavier,10,0.08141547362511235,0.09439756773489509,0.00012543725268970678,0.0002596713512247457,0.9333333333333332,0.9333333333333332,0.00024305555555555539,0.000972222222222221
0.0005,0.001,0.0009,122,2,3,tanh,tanh,xavier,20,0.06747702988003684,0.10422469546524031,3.1314628786166525e-05,0.0009239595581220036,0.9375,0.9333333333333332,0.0003124999999999996,0.000972222222222221
0.0005,0.001,0.0009,122,2,10,tanh,tanh,uniform,0,0.042790534108454105,0.08774984402393911,3.752257248043643e-05,0.0003755326447995439,0.9583333333333334,0.9250000000000002,0.00013888888888888916,0.0004166666666666656
0.0005,0.001,0.0009,122,2,10,tanh,tanh,uniform,10,0.02761971029855863,0.11073897830278358,6.89351194158935e-07,0.00018077545286859513,0.9791666666666666,0.8916666666666666,3.4722222222222595e-05,0.00013888888888888913
0.0005,0.001,0.0009,122,2,10,tanh,tanh,uniform,20,0.025724840661683818,0.09128856596404494,3.236655845279943e-05,6.534794689068363e-05,0.9791666666666666,0.9,0.00024305555555555539,0.0004166666666666674
0.0005,0.001,0.0009,122,2,10,tanh,tanh,xavier,0,0.0420556897949953,0.0825039895459737,2.7094999285437013e-05,0.0007479503127511108,0.9708333333333333,0.9166666666666666,0.00013888888888888913,0.0034722222222222225
0.0005,0.001,0.0009,122,2,10,tanh,tanh,xavier,10,0.03417206092541101,0.08522781614688783,6.691807384635468e-06,0.00015620007505326398,0.9708333333333333,0.9250000000000002,3.472222222222198e-05,1.232595164407831e-32
0.0005,0.001,0.0009,122,2,10,tanh,tanh,xavier,20,0.023194498452775603,0.08975564590301129,9.434685261616423e-05,0.0012190263669131951,0.9874999999999999,0.8833333333333333,0.0003124999999999996,0.00597222222222222
0.0005,0.1,0.0009,32,1,3,tanh,tanh,uniform,0,0.0009744774994541273,0.12915696203512336,3.872940449769453e-07,0.001964485536837488,1.0,0.8666666666666667,0.0,0.0005555555555555565
0.0005,0.1,0.0009,32,1,3,tanh,tanh,uniform,10,0.001190397511696635,0.11716906849648616,7.605121444740257e-07,0.0024139046061798634,1.0,0.875,0.0,0.003749999999999996
0.0005,0.1,0.0009,32,1,3,tanh,tanh,uniform,20,0.0035297395504797838,0.09963525399079716,1.7840356717272097e-05,0.0009169742755936716,0.9958333333333332,0.9083333333333333,3.472222222222198e-05,0.0005555555555555566
0.0005,0.1,0.0009,32,1,3,tanh,tanh,xavier,0,0.004884956518477744,0.09979895188436716,3.506946860821223e-05,0.00185441495668082,0.9958333333333332,0.8916666666666666,3.472222222222198e-05,0.002222222222222226
0.0005,0.1,0.0009,32,1,3,tanh,tanh,xavier,10,0.0013946992088899011,0.10532302937462824,1.1881528795183702e-06,4.859727270801423e-05,1.0,0.8666666666666667,0.0,0.000972222222222224
0.0005,0.1,0.0009,32,1,3,tanh,tanh,xavier,20,0.000749880598220023,0.1540952619819251,3.125525850248085e-07,0.000750995684038619,1.0,0.8249999999999998,0.0,0.0004166666666666656
0.0005,0.1,0.0009,32,1,10,tanh,tanh,uniform,0,0.0009570659001904217,0.0796646994827183,1.2417761543977812e-07,0.00135601790991963,1.0,0.9083333333333333,0.0,0.000972222222222221
0.0005,0.1,0.0009,32,1,10,tanh,tanh,uniform,10,0.0008635290712507205,0.17071743627558936,7.326010247574319e-07,0.0038817682804287872,1.0,0.8083333333333332,0.0,0.005972222222222225
0.0005,0.1,0.0009,32,1,10,tanh,tanh,uniform,20,0.00032840758564128234,0.08998066791198213,1.8220105618245915e-09,0.0010203115853798753,1.0,0.8999999999999999,0.0,0.001666666666666666
0.0005,0.1,0.0009,32,1,10,tanh,tanh,xavier,0,0.001374408012246154,0.10604379179164299,2.4094757029597295e-06,0.0003954837279044982,1.0,0.8833333333333333,0.0,0.0005555555555555565
0.0005,0.1,0.0009,32,1,10,tanh,tanh,xavier,10,0.0007553155071016935,0.09552383029893301,1.7907094155576484e-07,0.0010672652771902657,1.0,0.9166666666666666,0.0,0.0009722222222222215
0.0005,0.1,0.0009,32,1,10,tanh,tanh,xavier,20,0.001262568235018313,0.11434419581651756,1.0967369203423245e-06,0.0013586442641680668,1.0,0.875,0.0,0.0029166666666666664
0.0005,0.1,0.0009,32,2,3,tanh,tanh,uniform,0,0.01870237083390255,0.1083710373823044,0.0006837774064263406,0.00029506512534881337,0.9791666666666666,0.8916666666666666,0.0008680555555555555,0.0005555555555555566
0.0005,0.1,0.0009,32,2,3,tanh,tanh,uniform,10,0.013135491732606605,0.11711756587658684,8.303647821542005e-05,0.0005268843444773234,0.9791666666666666,0.85,0.00024305555555555539,0.0004166666666666674
0.0005,0.1,0.0009,32,2,3,tanh,tanh,uniform,20,0.00014223639744238134,0.07802087902627695,9.95798137055838e-10,0.0006746618284467898,1.0,0.8833333333333333,0.0,0.000972222222222224
0.0005,0.1,0.0009,32,2,3,tanh,tanh,xavier,0,0.012380306074162177,0.09441607446467043,9.908739402504174e-05,0.0008664367929917524,0.9874999999999999,0.9,0.00010416666666666685,0.0012499999999999985
0.0005,0.1,0.0009,32,2,3,tanh,tanh,xavier,10,0.008402656777538941,0.09030886032464942,3.394512497485426e-05,0.0009069831523084042,0.9916666666666667,0.9,3.472222222222198e-05,0.0012500000000000022
0.0005,0.1,0.0009,32,2,3,tanh,tanh,xavier,20,0.004132045853688684,0.07955972730994214,3.217415534243991e-05,0.00118639871043999,0.9958333333333332,0.9083333333333333,3.472222222222198e-05,0.000972222222222221
0.0005,0.1,0.0009,32,2,10,tanh,tanh,uniform,0,0.0036735817100743778,0.09425807479963637,2.2841912324706907e-05,0.000495402623498576,0.9958333333333332,0.8833333333333333,3.472222222222198e-05,0.000972222222222224
0.0005,0.1,0.0009,32,2,10,tanh,tanh,uniform,10,0.0027923618796763285,0.09864447381619312,1.3869497267423906e-05,0.0008389031887105573,0.9958333333333332,0.875,3.472222222222198e-05,0.0012500000000000022
0.0005,0.1,0.0009,32,2,10,tanh,tanh,uniform,20,0.008329456931153148,0.11252245787089606,3.6730011475084116e-05,0.0018477242209228898,0.9958333333333332,0.8666666666666666,3.472222222222198e-05,0.0018055555555555585
0.0005,0.1,0.0009,32,2,10,tanh,tanh,xavier,0,0.00011868768716757757,0.10263230729442903,3.7172425591700526e-09,0.000573772832633046,1.0,0.8916666666666667,0.0,0.000972222222222224
0.0005,0.1,0.0009,32,2,10,tanh,tanh,xavier,10,0.00029355412624281835,0.0902527988661408,1.64596694625628e-08,0.001115003872331856,1.0,0.8833333333333334,0.0,0.0018055555555555585
0.0005,0.1,0.0009,32,2,10,tanh,tanh,xavier,20,0.00026772386658103554,0.09389211454471606,4.9645817516816773e-08,0.00141867278172885,1.0,0.8916666666666666,0.0,0.0018055555555555544
0.0005,0.1,0.0009,122,1,3,tanh,tanh,uniform,0,0.0045092725861822875,0.11044431586140928,3.669833260215059e-05,0.004667580209805059,0.9958333333333332,0.9249999999999999,3.472222222222198e-05,0.0012499999999999985
0.0005,0.1,0.0009,122,1,3,tanh,tanh,uniform,10,0.0005080767198386279,0.11346304960753821,5.274906350076137e-08,0.0005775989973208006,1.0,0.9,0.0,0.0004166666666666674
0.0005,0.1,0.0009,122,1,3,tanh,tanh,uniform,20,0.009437971856688829,0.10800581210479743,1.51795686139234e-05,0.0013651198648376992,0.9916666666666667,0.8916666666666666,3.472222222222198e-05,0.00013888888888888913
0.0005,0.1,0.0009,122,1,3,tanh,tanh,xavier,0,0.008477721582856397,0.10963994004249249,0.0001241857095546242,0.002164521488938928,0.9916666666666667,0.8999999999999999,0.00013888888888888916,0.001666666666666666
0.0005,0.1,0.0009,122,1,3,tanh,tanh,xavier,10,0.004375291471042538,0.10179032297814798,2.8649635264829472e-05,0.000347606746460657,0.9958333333333332,0.8833333333333333,3.472222222222198e-05,0.00013888888888888916
0.0005,0.1,0.0009,122,1,3,tanh,tanh,xavier,20,0.004604459570729225,0.09001468362652383,3.395904664744235e-05,0.0006715603793269492,0.9958333333333332,0.8916666666666666,3.472222222222198e-05,0.0009722222222222238
0.0005,0.1,0.0009,122,1,10,tanh,tanh,uniform,0,0.00048793750776175026,0.12207011529205641,7.473875528050486e-08,0.0007752067308502908,1.0,0.875,0.0,0.0012500000000000022
0.0005,0.1,0.0009,122,1,10,tanh,tanh,uniform,10,0.0003587020234190159,0.15465744585223976,2.426225408273326e-08,0.002938501490988179,1.0,0.8666666666666666,0.0,0.0018055555555555585
0.0005,0.1,0.0009,122,1,10,tanh,tanh,uniform,20,0.00032043295306527085,0.1525147899623509,2.4490388053404543e-09,0.0036077205672960647,1.0,0.8333333333333334,0.0,0.0018055555555555544
0.0005,0.1,0.0009,122,1,10,tanh,tanh,xavier,0,0.004407655649893586,0.10735696818046793,3.438905382525386e-05,0.0024399465904727077,0.9958333333333332,0.8833333333333333,3.472222222222198e-05,0.0005555555555555565
0.0005,0.1,0.0009,122,1,10,tanh,tanh,xavier,10,0.00023918021053106957,0.09878193167739746,1.2627558683911404e-08,0.0006171771795120191,1.0,0.9083333333333333,0.0,0.000972222222222221
0.0005,0.1,0.0009,122,1,10,tanh,tanh,xavier,20,0.0006628648526138108,0.15375866721174258,4.957916295297228e-07,0.002770400280400634,1.0,0.8333333333333334,0.0,0.004305555555555556
0.0005,0.1,0.0009,122,2,3,tanh,tanh,uniform,0,0.0001387436807599435,0.08870105375937827,2.8013128639916565e-09,7.08570360289241e-05,1.0,0.9,0.0,0.0004166666666666674
0.0005,0.1,0.0009,122,2,3,tanh,tanh,uniform,10,9.066394087963317e-05,0.1066306081772307,2.0933174216456473e-09,0.0012746817976781865,1.0,0.875,0.0,0.0016666666666666696
0.0005,0.1,0.0009,122,2,3,tanh,tanh,uniform,20,0.0001401926617223443,0.16568140193932232,1.1472218728501102e-08,0.0023346672692334666,1.0,0.8083333333333332,0.0,0.005972222222222226
0.0005,0.1,0.0009,122,2,3,tanh,tanh,xavier,0,0.004234036916131581,0.1304964433771849,3.2753164595998794e-05,0.0028313756048743786,0.9958333333333332,0.8666666666666666,3.472222222222198e-05,0.0034722222222222225
0.0005,0.1,0.0009,122,2,3,tanh,tanh,xavier,10,0.00020471890681779176,0.10177017066123673,4.377080351057497e-09,0.0004336116374120951,1.0,0.9,0.0,0.0004166666666666674
0.0005,0.1,0.0009,122,2,3,tanh,tanh,xavier,20,0.00013938076585698982,0.13856370660043574,8.664136299238823e-09,0.0009741000420054757,1.0,0.8250000000000001,0.0,0.0029166666666666664
0.0005,0.1,0.0009,122,2,10,tanh,tanh,uniform,0,0.00022133550818732387,0.11128126819925903,1.086163857886614e-08,0.002042542697208881,1.0,0.875,0.0,0.0016666666666666696
0.0005,0.1,0.0009,122,2,10,tanh,tanh,uniform,10,0.00019517895388810312,0.1701981360136778,3.5713572113055255e-08,0.003513098816864899,1.0,0.8250000000000001,0.0,0.0054166666666666695
0.0005,0.1,0.0009,122,2,10,tanh,tanh,uniform,20,8.94151645027481e-05,0.11123998407468201,3.4702507280117947e-09,0.0007205419673311364,1.0,0.875,0.0,0.0012500000000000022
0.0005,0.1,0.0009,122,2,10,tanh,tanh,xavier,0,0.00017742397190981834,0.11244423359198258,8.283794172167975e-09,0.0025935952470081984,1.0,0.8416666666666667,0.0,0.006805555555555559
0.0005,0.1,0.0009,122,2,10,tanh,tanh,xavier,10,8.993241468117763e-05,0.0726727723309798,1.273002373443204e-09,0.0008946612562036964,1.0,0.9333333333333332,0.0,0.000972222222222221
0.0005,0.1,0.0009,122,2,10,tanh,tanh,xavier,20,8.554522419511773e-05,0.0962135800512021,3.0535281140338433e-10,0.0016127567326913684,1.0,0.8916666666666667,0.0,0.000972222222222224
0,0.001,0.0009,32,1,3,tanh,tanh,uniform,0,0.0378250943191589,0.10257892520697069,2.8601972043504356e-05,0.0003192951060049576,0.9625,0.875,0.00010416666666666685,0.0004166666666666674
0,0.001,0.0009,32,1,3,tanh,tanh,uniform,10,0.04582397662813777,0.07136818174999963,2.542454021773143e-05,8.34940776887321e-05,0.9499999999999998,0.9250000000000002,1.232595164407831e-32,0.0004166666666666656
0,0.001,0.0009,32,1,3,tanh,tanh,uniform,20,0.029102195678176276,0.09345651059661653,0.0002061354117702667,0.0030334135849483953,0.9708333333333332,0.9083333333333332,0.00045138888888888936,0.003472222222222222
0,0.001,0.0009,32,1,3,tanh,tanh,xavier,0,0.03695393143500822,0.09142565678181835,4.178193654694742e-05,0.001623851605426635,0.9708333333333333,0.8916666666666666,0.00013888888888888916,0.00263888888888889
0,0.001,0.0009,32,1,3,tanh,tanh,xavier,10,0.04420449031080159,0.08647835499287522,1.2207857744032356e-05,0.00038297122919267023,0.9541666666666666,0.9083333333333332,0.00013888888888888913,0.000972222222222221
0,0.001,0.0009,32,1,3,tanh,tanh,xavier,20,0.03252956035910524,0.08182749973026177,1.1006278826262185e-05,0.00020641892336012695,0.9541666666666666,0.9333333333333332,3.472222222222259e-05,0.0001388888888888879
0,0.001,0.0009,32,1,10,tanh,tanh,uniform,0,0.011643731994803161,0.11719015695070878,6.508674121376044e-06,0.0002477972960367386,1.0,0.875,0.0,0.0016666666666666696
0,0.001,0.0009,32,1,10,tanh,tanh,uniform,10,0.008862574685545877,0.13567190762727996,2.4434756265157464e-06,0.00378975278518048,1.0,0.8666666666666667,0.0,0.006805555555555553
0,0.001,0.0009,32,1,10,tanh,tanh,uniform,20,0.01580742140708032,0.06858624155533523,2.149706717273862e-05,0.00011119279551881468,0.9874999999999999,0.9166666666666666,0.00010416666666666685,0.00013888888888888916
0,0.001,0.0009,32,1,10,tanh,tanh,xavier,0,0.011373830837056703,0.10131763920701035,1.0296359629960251e-05,0.0016929958302546323,1.0,0.9083333333333333,0.0,0.0005555555555555566
0,0.001,0.0009,32,1,10,tanh,tanh,xavier,10,0.013777135310585801,0.11113189697679644,2.9600583175493497e-06,0.0014770605168248343,1.0,0.8916666666666666,0.0,0.002638888888888889
0,0.001,0.0009,32,1,10,tanh,tanh,xavier,20,0.013629688247932157,0.12564360834533628,5.4085666544893676e-05,0.00157281937024716,0.9916666666666667,0.8333333333333334,0.00013888888888888913,0.004305555555555556
0,0.001,0.0009,32,2,3,tanh,tanh,uniform,0,0.03658285873218437,0.09863879003632887,0.00013650184682059528,0.0009854236690638337,0.9708333333333333,0.8833333333333334,0.00013888888888888916,0.0009722222222222238
0,0.001,0.0009,32,2,3,tanh,tanh,uniform,10,0.029442749060365852,0.08845093808799413,5.214419395622724e-06,2.0117155033219163e-06,0.975,0.8916666666666666,0.00010416666666666685,0.00013888888888888913
0,0.001,0.0009,32,2,3,tanh,tanh,uniform,20,0.02992943134168372,0.08068666598751596,1.565090014839358e-05,0.0001469399773016723,0.9708333333333333,0.9,0.00013888888888888916,0.0004166666666666674
0,0.001,0.0009,32,2,3,tanh,tanh,xavier,0,0.03845037409679897,0.09842775927266155,2.853894057052892e-05,5.202597020909615e-05,0.9708333333333332,0.8916666666666666,0.0002430555555555566,0.00013888888888888913
0,0.001,0.0009,32,2,3,tanh,tanh,xavier,10,0.027423373817144676,0.09174666512998643,1.5068072662347985e-05,4.934291457351689e-05,0.9750000000000001,0.8916666666666666,0.00010416666666666685,0.00013888888888888913
0,0.001,0.0009,32,2,3,tanh,tanh,xavier,20,0.023950513501511065,0.08686030598649748,2.2963263996172017e-05,2.7165394687302618e-05,0.9791666666666666,0.9083333333333333,0.00013888888888888916,0.0005555555555555565
0,0.001,0.0009,32,2,10,tanh,tanh,uniform,0,0.0018781294256371853,0.11888941959878364,2.5913577436822004e-07,0.000286417798154927,1.0,0.8833333333333334,0.0,0.0018055555555555585
0,0.001,0.0009,32,2,10,tanh,tanh,uniform,10,0.001901288221140998,0.1379520139109236,2.2912757704372737e-08,8.057898628723507e-05,1.0,0.8416666666666667,0.0,0.00013888888888888913
0,0.001,0.0009,32,2,10,tanh,tanh,uniform,20,0.001163445248449949,0.12735318244722996,1.3279307213280446e-07,7.552446618603528e-05,1.0,0.8416666666666667,0.0,0.0005555555555555566
0,0.001,0.0009,32,2,10,tanh,tanh,xavier,0,0.0028504557809387247,0.1480895852812841,3.1151441712724853e-09,0.001641149174017158,1.0,0.8416666666666668,0.0,0.003888888888888891
0,0.001,0.0009,32,2,10,tanh,tanh,xavier,10,0.0017137090778565425,0.13758320495179763,4.1910789397536853e-07,5.3204551935279084e-05,1.0,0.8333333333333334,0.0,0.000555555555555554
0,0.001,0.0009,32,2,10,tanh,tanh,xavier,20,0.001991770135255281,0.1270885829248878,1.1827731110357924e-07,0.00036403127871928524,1.0,0.85,0.0,0.0
0,0.001,0.0009,122,1,3,tanh,tanh,uniform,0,0.055138377367360804,0.11249897391912596,0.00017436467568632686,0.00021320596626495756,0.9416666666666668,0.8666666666666667,0.00024305555555555539,0.005138888888888885
0,0.001,0.0009,122,1,3,tanh,tanh,uniform,10,0.06505646944423787,0.09093032255538609,6.816568772099035e-05,0.0003391839295734172,0.9375,0.9333333333333332,0.00010416666666666593,0.0005555555555555541
0,0.001,0.0009,122,1,3,tanh,tanh,uniform,20,0.049894241714209246,0.09908824286662199,0.00015551201537190341,0.0011601642043444517,0.9416666666666668,0.9333333333333332,0.0004513888888888894,0.0026388888888888885
0,0.001,0.0009,122,1,3,tanh,tanh,xavier,0,0.049022040001009404,0.08503858853454371,8.781291834292463e-05,7.205954299120886e-05,0.9416666666666668,0.9416666666666668,0.00024305555555555539,0.000972222222222221
0,0.001,0.0009,122,1,3,tanh,tanh,xavier,10,0.06179228419098013,0.09394771742812057,6.343906700197172e-05,0.0011486943645545315,0.9416666666666668,0.9166666666666666,0.00024305555555555539,0.0009722222222222215
0,0.001,0.0009,122,1,3,tanh,tanh,xavier,20,0.048179976984257,0.09696141103156536,2.4348292011462673e-05,0.0005255766773507277,0.9541666666666666,0.8833333333333334,0.00013888888888888916,0.0034722222222222225
0,0.001,0.0009,122,1,10,tanh,tanh,uniform,0,0.03612400824343863,0.10176567296253923,4.750147940359259e-05,0.00024423995541611785,0.975,0.9250000000000002,0.00031250000000000147,0.0004166666666666656
0,0.001,0.0009,122,1,10,tanh,tanh,uniform,10,0.02652441235532101,0.12047707617156521,7.150324135092364e-05,0.004278030436609798,0.9833333333333334,0.9249999999999999,0.00024305555555555539,0.001666666666666666
0,0.001,0.0009,122,1,10,tanh,tanh,uniform,20,0.030559671578132042,0.08499585912937983,9.449685684612107e-06,0.001121766781827351,0.9791666666666666,0.9333333333333332,3.472222222222259e-05,0.0018055555555555544
0,0.001,0.0009,122,1,10,tanh,tanh,xavier,0,0.03984804381768759,0.12419399551312314,1.4176046523594187e-05,0.0016803688561142585,0.975,0.8916666666666666,0.0004166666666666674,0.0018055555555555544
