lambda,stepsize,epsilon,batch_size,layer_number,neuron,activation,activation_output,initialization,seed,error_train,error_test,error_train_variance,error_test_variance,acc_train,acc_test,acc_train_variance,acc_validation_variance
0,0.1,0.0009,32,1,7,tanh,tanh,uniform,0,0.00010303676467234345,0.0036493152954054833,1.5472375349812443e-08,1.2964178658360146e-05,1.0,0.991869918699187,0.0,0.0001321964439156589
0,0.1,0.0009,32,1,7,tanh,tanh,uniform,10,0.0007184612916365583,0.06933176898528673,8.415060681828183e-07,0.00914380109506406,1.0,0.9512195121951219,0.0,0.004759071980963713
0,0.1,0.0009,32,1,7,tanh,tanh,uniform,20,9.721148388956218e-05,0.0022978839460030885,5.849350784015332e-09,4.042707578158446e-06,1.0,1.0,0.0,0.0
0,0.1,0.0009,32,1,7,tanh,tanh,uniform,40,0.00014551235391613597,0.14778989139408988,8.87713557117898e-09,0.013087941716857761,1.0,0.8617886178861789,0.0,0.01004692973759006
0,0.1,0.0009,32,1,7,tanh,tanh,uniform,50,6.049676406403117e-05,0.07443200117118091,1.600799174955673e-09,0.004317344735443607,1.0,0.9186991869918698,0.0,0.004891268424879373
0,0.1,0.0009,124,1,3,tanh,tanh,uniform,0,0.024142626019394365,0.23559036369337027,0.00010942901582315011,0.00942091377278955,0.9715447154471545,0.7479674796747968,0.00023134377685240308,0.014806001718553773
0,0.1,0.0009,124,1,3,tanh,tanh,uniform,10,0.004117926984728837,0.029504464539905125,2.7096369814642352e-05,0.0016476129475977836,0.9959349593495935,0.9674796747967479,3.3049110978914726e-05,0.0021151431026505377
0,0.1,0.0009,124,1,3,tanh,tanh,uniform,20,0.0002311152012241612,0.004824801948711987,3.7072106768442706e-08,3.104444760242358e-05,1.0,0.991869918699187,0.0,0.0001321964439156589
0,0.1,0.0009,124,1,3,tanh,tanh,uniform,40,0.0003313905880573187,0.0008761154313289204,4.55057265237266e-08,1.0138384947903576e-09,1.0,1.0,0.0,0.0
0,0.1,0.0009,124,1,3,tanh,tanh,uniform,50,0.05311763186957857,0.08391262050631239,0.0012270117131441276,0.0016777322172905347,0.9390243902439024,0.9105691056910569,0.0015863573269879032,0.0017185537709035626
0,0.1,0.0009,124,1,7,tanh,tanh,uniform,0,1.980873809719627e-05,0.0934737396028279,5.121754408297496e-11,0.0015321872039219392,1.0,0.8699186991869919,0.0,0.003701500429638438
0,0.1,0.0009,124,1,7,tanh,tanh,uniform,10,2.3593687094549143e-05,0.0627131257596318,2.8814981615155563e-11,0.0028361807872639747,1.0,0.9349593495934959,0.0,0.003701500429638443
0,0.1,0.0009,124,1,7,tanh,tanh,uniform,20,6.888452403524208e-05,0.010992222227708357,2.0784353481848256e-09,8.604738328541796e-05,1.0,0.991869918699187,0.0,0.0001321964439156589
0,0.1,0.0009,124,1,7,tanh,tanh,uniform,40,3.655019490182622e-05,0.011803641283850403,3.0055117627061846e-10,9.24935494333736e-05,1.0,0.975609756097561,0.0,0.00039658933174697666
0,0.1,0.0009,124,1,7,tanh,tanh,uniform,50,0.000619908576156007,0.029997417765753574,7.191635629577732e-07,0.0006770156720736388,1.0,0.9674796747967479,0.0,0.0009253751074096093
