lambda;stepsize;epsilon;batch_size;layer_number;neuron;activation;activation_output;initialization;mse_train;mse_test;mse_train_variance;mse_test_variance;acc_train;acc_test;acc_train_variance;acc_validation_variance
0.0001;0.3;0.0009;32;1;100;sigmoid;linear;xavier;0.18691306475478356;0.2348061044147094;0.0011166869729446088;0.0011585571617584226;0.7479674796747968;0.6991869918699187;0.0016194064379668218;0.0001321964439156577
0.002;0.3;0.0009;32;1;50;tanh;linear;xavier;0.10808616702985192;0.23881137647078324;0.0002591985985012299;0.001568931290194163;0.8780487804878049;0.6910569105691057;0.0006940313305572092;0.004098089761385419
0.0001;0.8;0.0009;32;1;150;sigmoid;linear;xavier;0.17729731562512585;0.24189063040184136;0.0002926676514690549;0.0033495832676601702;0.7601626016260162;0.6260162601626016;0.0014211117720933331;0.01361623372331284
0.002;0.3;0.0009;32;1;150;tanh;linear;xavier;0.20196437036993797;0.25450446097600604;0.010219910663515486;0.006707882815348243;0.7764227642276422;0.6585365853658537;0.005981889087183553;0.0015863573269879032
0.0001;0.3;0.0009;32;1;150;tanh;linear;xavier;0.1382102850351931;0.25798536242601106;0.0017144949041663904;0.0034857318565040354;0.8170731707317073;0.6666666666666666;0.013781479278207408;0.0009253751074096093
0.002;0.3;0.0009;32;1;100;tanh;linear;xavier;0.17206009373890627;0.25928712537669923;0.0031524529651762094;0.01042927738807358;0.821138211382114;0.6991869918699187;0.00241258510146077;0.002511732434397514
0.002;0.3;0.0009;32;1;150;sigmoid;linear;xavier;0.20056890278155168;0.25945239764470923;0.0030231550518724005;0.006009855267200184;0.7235772357723578;0.6422764227642276;0.003701500429638444;0.0005287857756626356
0.0001;0.3;0.0009;32;1;50;tanh;linear;xavier;0.09160693393893693;0.2637389851599551;7,57E+10;0.004197998549383097;0.8861788617886178;0.6829268292682927;0.0016194064379668176;0.004759071980963713
0.0001;0.8;0.0009;32;1;50;sigmoid;linear;uniform;0.18866768261281622;0.26405538550656416;0.0007511317222570014;5,43E+10;0.7560975609756099;0.6991869918699187;0.004858219313900452;0.0005287857756626333
0.002;0.8;0.0009;32;1;150;sigmoid;linear;uniform;0.19090637080173212;0.2672725096231114;0.0047531550780823256;0.00016878515640358322;0.7520325203252033;0.6260162601626017;0.005981889087183552;0.002511732434397514
0.0001;0.8;0.0009;32;1;100;sigmoid;linear;uniform;0.1799419399013645;0.2712997873399285;0.008837167132807315;0.009575005793816904;0.7560975609756099;0.6585365853658537;0.020920087249652997;0.011104501288915327
0.0001;0.8;0.0009;32;1;50;tanh;linear;xavier;0.12333099059257387;0.27583195495550034;0.0009458114951932952;0.0025580998247893474;0.8495934959349594;0.6991869918699187;0.003007469099081237;0.0001321964439156577
0.0001;0.8;0.0009;32;1;150;sigmoid;linear;uniform;0.18839807114006304;0.2794883737870701;0.02115827650341923;0.0006130860682467404;0.8170731707317073;0.6910569105691057;0.0256791592306167;0.0021151431026505377
0.0001;0.3;0.0009;32;1;150;sigmoid;linear;uniform;0.1773261325273189;0.3336270754043469;0.011906574729666448;0.010823647362029863;0.7764227642276422;0.6016260162601627;0.027001123669773284;0.00409808976138542
0.002;0.3;0.0009;32;1;100;sigmoid;linear;uniform;0.27700127662668933;0.33679839610675333;0.01816696791713345;0.011499908631323252;0.6951219512195123;0.6666666666666666;0.019730319254412054;0.0017185537709035628
0.0001;0.3;0.0009;32;1;150;sigmoid;linear;xavier;0.2437252086311655;0.3450660675734855;0.007641469772640102;0.005768243331614142;0.6951219512195123;0.5691056910569107;0.0027761253222288312;0.0037015004296384432
0.002;0.8;0.0009;32;1;50;tanh;linear;xavier;0.27068795739306156;0.3468464701398488;0.012768743049430153;0.017096516744805293;0.7317073170731708;0.6422764227642276;0.009022407297243703;0.010443519069337034
0.002;0.3;0.0009;32;1;50;tanh;linear;uniform;0.27132532545220633;0.3729187406076428;0.002333068174022002;0.00014896816549992114;0.7845528455284553;0.6747967479674797;0.002610879767334258;0.013616233723312844
0.0001;0.8;0.0009;32;1;100;sigmoid;linear;xavier;0.34525743801171127;0.3927021776381238;0.02466634479638283;0.02239638566630149;0.6341463414634146;0.6341463414634146;0.006345429307951613;0.005155661312710684
0.0001;0.3;0.0009;32;1;50;tanh;linear;uniform;0.09958807775160945;0.40917439079175216;0.0010436875369119478;0.004700333349675068;0.9065040650406503;0.6422764227642276;0.00241258510146077;0.0017185537709035659
0.0001;0.3;0.0009;32;1;50;sigmoid;linear;xavier;0.33981928109345566;0.418867004508044;0.0027008274924063373;0.01006830606213883;0.5609756097560976;0.5691056910569107;0.001883799325798135;0.006477625751867275
0.0001;0.8;0.0009;32;1;50;sigmoid;linear;xavier;0.3473227091580573;0.4221489203567335;0.07587112734742708;0.10530117692464487;0.7113821138211381;0.6504065040650407;0.011930729063388185;0.014806001718553776
0.0001;0.3;0.0009;32;1;150;tanh;linear;uniform;0.027966083311313148;0.425116771799984;0.00026987085479033727;0.004453676965126753;0.9959349593495935;0.6422764227642277;3,30E+11;0.01202987639632494
0.002;0.8;0.0009;32;1;100;tanh;linear;xavier;0.24358809917383964;0.45421242442641724;0.0030339812419823546;0.04118212770592918;0.8211382113821138;0.7235772357723578;0.0009253751074096093;0.004098089761385419
0.002;0.3;0.0009;32;1;100;tanh;linear;uniform;0.15460880475251132;0.4934969773451497;0.0242949939856619;0.022986303102171358;0.9024390243902438;0.7154471544715447;0.012790005948839977;0.0001321964439156589
0.002;0.3;0.0009;32;1;50;sigmoid;linear;uniform;0.3957431029784865;0.5037632848259094;0.0505051342442436;0.06645771978282038;0.6341463414634146;0.5528455284552846;0.01110450128891533;0.009650340405843085
0.002;0.3;0.0009;32;1;150;tanh;linear;uniform;0.2460530048885071;0.5192295910660754;0.02367213725043822;0.03731212539196712;0.8536585365853658;0.6097560975609757;0.01070791195716835;0.0051556613127106896
0.0001;0.8;0.0009;32;1;150;tanh;linear;xavier;0.4436887289834806;0.5265664931506668;0.013296490956344116;0.005781554258635917;0.6382113821138211;0.5609756097560975;0.0012228171062198447;0.008328375966686497
0.0001;0.3;0.0009;32;1;100;tanh;linear;uniform;0.049515580124679;0.5271250432959859;0.003084482004640773;0.049665425694302316;0.9430894308943089;0.6016260162601625;0.0064776257518672775;0.01361623372331284
0.0001;0.8;0.0009;32;1;100;tanh;linear;xavier;0.41100237979820536;0.5507114276534133;0.01864425483095568;0.03574326273873732;0.6707317073170732;0.6747967479674797;0.0006940313305572065;0.00409808976138542
0.0001;0.8;0.0009;32;1;100;tanh;linear;uniform;0.22925246227974302;0.58800644504695;0.015586880478660824;0.011378678515712474;0.9105691056910569;0.6747967479674797;0.0016194064379668179;0.012823055059818884
0.002;0.3;0.0009;32;1;150;sigmoid;linear;uniform;0.5396763353943531;0.596178803312967;0.17529206997178834;0.11558771993036947;0.6341463414634146;0.5528455284552846;0.02686892722585762;0.005684447088373325
0.0001;0.8;0.0009;32;1;150;tanh;linear;uniform;0.06932225842030292;0.6254957096403214;0.004848758362508161;0.05155633545948063;0.9471544715447154;0.6178861788617886;0.005585299755436581;0.01202987639632494
0.002;0.8;0.0009;32;1;50;tanh;linear;uniform;0.4901770147329658;0.6287754651633565;0.04176660718560454;0.096759665786127;0.6951219512195123;0.6341463414634146;0.010807059290105094;0.007535197303192542
0.002;0.8;0.0009;32;1;50;sigmoid;linear;uniform;0.5523835470527507;0.6470543127721434;0.297819242531876;0.3316184954377543;0.7154471544715447;0.5853658536585366;0.018276158371339807;0.012294269284156252
0.002;0.8;0.0009;32;1;150;sigmoid;linear;xavier;0.6303494140846622;0.6793147668566601;0.30926664680301597;0.29197900638539526;0.6463414634146342;0.6178861788617886;0.029843347213959943;0.0017185537709035615
0.0001;0.8;0.0009;32;1;50;tanh;linear;uniform;0.41428248234790455;0.7777212300109388;0.13167636856965326;0.1573944127884786;0.7926829268292682;0.6178861788617888;0.021514971247273446;0.002511732434397515
