lambda;stepsize;momentum;epsilon;batch_size;layer_number;neuron;activation;activation_output;initialization;mse_train;mse_test;mse_train_variance;mse_test_variance;acc_train;acc_test;acc_train_variance;acc_validation_variance
0.001;0.3;0.3;0.0009;64;3;9;tanh;sigmoid;uniform;0.053554286023159585;0.09002802359393246;7,39E+09;0.0011894071424597488;0.9500000000000001;0.9;0.0004166666666666656;0.003750000000000001
0.001;0.3;0.8;0.0009;64;3;9;tanh;tanh;uniform;0.03562912483204406;0.09169951079039967;0.0008201777640035798;0.00027073839847462094;0.975;0.9;0.0003124999999999996;0.0004166666666666674
0.001;0.3;0.8;0.0009;64;1;3;sigmoid;tanh;uniform;0.06408531868416768;0.09255233273867251;6,24E+10;0.0003261745783561006;0.9333333333333332;0.9333333333333332;0.0001388888888888879;0.000555555555555554
0.001;0.8;0.8;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.07267449946650971;0.09272902179721203;3,25E+10;8,58E+09;0.9416666666666668;0.9416666666666668;3,47E+10;0.0001388888888888879
0.001;0.3;0.8;0.0009;64;1;9;tanh;tanh;uniform;0.03316156604649511;0.09390079268126628;5,89E+10;0.0010107206349871556;0.9791666666666666;0.9083333333333332;3,47E+10;0.0018055555555555557
0.001;0.8;0.8;0.0009;64;1;3;sigmoid;tanh;uniform;0.06253228995958386;0.09403216183213507;4,82E+10;0.00019549441103457066;0.9375;0.9250000000000002;0.00010416666666666593;0.0004166666666666656
0.001;0.8;0.8;0.0009;64;1;3;tanh;tanh;uniform;0.028664302605248243;0.09591553855977501;5,43E+09;0.0007639082232745058;0.975;0.8916666666666666;0.00010416666666666685;0.004305555555555552
0.001;0.8;0.8;0.0009;64;3;3;tanh;tanh;uniform;0.030308687796795613;0.09600616185516597;5,16E+11;0.0003633426380838035;0.9583333333333334;0.9083333333333333;0.00024305555555555539;0.00013888888888888916
0.01;0.8;0.8;0.0009;64;3;3;tanh;tanh;uniform;0.08675537004865752;0.10115665029033098;0.00014195362616904535;6,61E+10;0.9333333333333332;0.9333333333333332;0.0001388888888888879;0.0005555555555555541
0.001;0.3;0.3;0.0009;64;1;3;sigmoid;tanh;uniform;0.08373402250385248;0.10121481276840254;2,91E+11;6,91E+10;0.9416666666666668;0.9416666666666668;3,47E+10;0.0001388888888888879
0.001;0.8;0.3;0.0009;64;1;3;sigmoid;tanh;uniform;0.08737696594935267;0.10180436019774529;0.00041581315524840827;0.0013077133538159983;0.9333333333333332;0.9333333333333332;0.0006597222222222221;0.0026388888888888885
0.001;0.8;0.8;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.0761091010993956;0.10217904933057483;3,50E+10;5,54E+10;0.9375;0.9249999999999999;0.00010416666666666593;0.0004166666666666656
0.01;0.3;0.8;0.0009;64;3;3;tanh;tanh;uniform;0.08400667855994637;0.10257003293239449;0.00017832541708894144;0.0002932766542319041;0.9333333333333332;0.9333333333333332;0.0001388888888888879;0.0005555555555555541
0.01;0.8;0.8;0.0009;64;1;3;tanh;tanh;uniform;0.08739808246700613;0.10260950445549337;4,36E+11;8,82E+07;0.9333333333333332;0.9333333333333332;3,47E+10;0.0001388888888888879
0.001;0.3;0.8;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.08095834758603916;0.10378700368747272;0.00011953353678123362;0.0003909592311155427;0.9333333333333332;0.9249999999999999;0.00024305555555555539;0.0012499999999999985
0.01;0.8;0.8;0.0009;64;1;9;tanh;tanh;uniform;0.08560309226601559;0.10632807784611058;0.0003033072133941995;0.0008028293809964371;0.9333333333333332;0.9333333333333335;0.00024305555555555539;0.000972222222222221
0.001;0.3;0.8;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.07788170252136604;0.10760692036855445;4,27E+11;0.00012683569386081342;0.9375;0.9166666666666666;0.00010416666666666593;0.00013888888888888916
0.01;0.8;0.8;0.0009;64;3;9;tanh;tanh;uniform;0.08413212922133277;0.11117112593496797;2,24E+10;0.0002684672066236945;0.9416666666666668;0.9;3,47E+10;0.0004166666666666674
0.001;0.8;0.8;0.0009;64;1;9;tanh;tanh;uniform;0.04121142252570512;0.11145795223146678;0.0003580567885359971;0.0021725077512023626;0.9708333333333333;0.9083333333333333;0.0004513888888888894;0.000972222222222221
0.01;0.3;0.8;0.0009;64;3;9;tanh;tanh;uniform;0.08659768896327917;0.11257843946406892;2,26E+11;0.00035911064851346504;0.9333333333333332;0.9250000000000002;3,47E+10;1,23E-17
0.001;0.3;0.8;0.0009;64;1;3;tanh;tanh;uniform;0.04795581781417996;0.1135823518484624;0.0005773827161812828;0.0006662141138176208;0.975;0.9166666666666666;0.0;0.00013888888888888916
0.001;0.8;0.3;0.0009;64;1;9;sigmoid;tanh;uniform;0.09390702566249216;0.11583778734179728;0.0002775490407644087;0.0013308594581475366;0.9333333333333332;0.9250000000000002;0.0004513888888888894;0.001666666666666666
0.001;0.8;0.8;0.0009;64;3;9;tanh;sigmoid;uniform;0.023487841922115865;0.11791620210447058;0.00011796138351410287;0.003727126844583574;0.9833333333333334;0.8666666666666667;0.00013888888888888913;0.00722222222222222
0.01;0.3;0.8;0.0009;64;3;9;tanh;sigmoid;uniform;0.10458237899090594;0.12272468851946505;4,34E+10;8,84E+10;0.9333333333333332;0.9;3,47E+10;0.002916666666666668
0.01;0.8;0.8;0.0009;64;3;9;tanh;sigmoid;uniform;0.10461836467098634;0.12498549232254218;1,15E+10;9,17E+09;0.9375;0.9250000000000002;0.00010416666666666593;0.0004166666666666656
0.01;0.3;0.8;0.0009;64;1;9;tanh;tanh;uniform;0.10039025836517475;0.12555042099534722;0.0002656224139389324;0.00042099190265255807;0.9333333333333332;0.9;0.0004513888888888894;0.0012499999999999985
0.001;0.3;0.3;0.0009;64;1;9;sigmoid;tanh;uniform;0.09762838803337547;0.12697525006224727;0.000296075012268464;0.0006632330388267488;0.9333333333333332;0.9249999999999999;0.0006597222222222221;0.001666666666666666
0.01;0.3;0.8;0.0009;64;1;3;tanh;tanh;uniform;0.09404510054326883;0.12814812617718677;0.0002509086287649661;0.000608063097325108;0.9291666666666666;0.8999999999999999;0.0002430555555555551;0.003750000000000001
0.01;0.8;0.3;0.0009;64;1;9;tanh;tanh;uniform;0.12634046398925455;0.13976672891273442;6,75E+10;3,05E+11;0.9416666666666668;0.9333333333333332;3,47E+10;0.0001388888888888879
0.01;0.8;0.8;0.0009;64;1;9;tanh;sigmoid;uniform;0.1268311260584826;0.1404016056091776;1,84E+10;4,32E+10;0.9375;0.9333333333333332;0.00010416666666666593;0.000555555555555554
0.01;0.8;0.3;0.0009;64;1;3;tanh;tanh;uniform;0.12464949712886424;0.14292005716177555;0.00046266505150650947;0.00032220080980148956;0.9333333333333335;0.9249999999999999;0.000972222222222221;0.0029166666666666664
0.001;0.8;0.3;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.13304755117072017;0.15146845434336276;0.0003961194335266453;0.00017219485687057552;0.9416666666666668;0.9333333333333332;0.0006597222222222221;0.0026388888888888885
0.01;0.3;0.8;0.0009;64;1;3;tanh;sigmoid;uniform;0.1320445954048311;0.15277675006262545;0.0003700932704275598;0.00017317835539111214;0.9375;0.9166666666666666;0.000937499999999999;0.0038888888888888896
0.01;0.8;0.8;0.0009;64;1;3;tanh;sigmoid;uniform;0.12995518483140656;0.1531096897162542;1,63E+11;2,74E+10;0.9375;0.9;0.0004166666666666674;0.0004166666666666674
0.01;0.3;0.8;0.0009;64;1;9;tanh;sigmoid;uniform;0.1224999569146699;0.15320009156996842;0.0003608086694179913;0.0003692869078795115;0.9333333333333332;0.9249999999999999;0.001284722222222223;0.001666666666666666
0.001;0.8;0.3;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.13647660276315235;0.1544531067916241;1,69E+11;3,35E+11;0.9333333333333332;0.9333333333333332;3,47E+10;0.0001388888888888879
0.001;0.3;0.3;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.14565994574654;0.1580529401927561;8,02E+10;1,87E+09;0.9291666666666666;0.9166666666666666;0.00024305555555555506;0.000555555555555554
0.001;0.3;0.3;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.14401387238679134;0.1595638187342373;3,04E+11;0.00010667416330633467;0.9249999999999999;0.9166666666666666;0.00010416666666666685;0.0009722222222222215
0.01;0.3;0.3;0.0009;64;1;3;tanh;tanh;uniform;0.1290881209933643;0.16152323206611255;0.00014260247674731128;0.00026158498555774347;0.9375;0.85;0.0004166666666666674;0.0054166666666666695
0.01;0.3;0.3;0.0009;64;1;9;tanh;tanh;uniform;0.12712865659471553;0.16783280194964564;0.00047822086582514494;0.00011389868232867494;0.9208333333333334;0.8666666666666666;0.0008680555555555555;0.003888888888888885
0.01;0.3;0.8;0.0009;64;1;3;sigmoid;tanh;uniform;0.15387172404689087;0.1705737007184478;3,13E+09;2,08E+10;0.9249999999999999;0.8916666666666666;0.0004166666666666656;0.002638888888888889
0.01;0.8;0.8;0.0009;64;1;3;sigmoid;tanh;uniform;0.15369417481791176;0.17070151501707972;0.00025073536250108967;4,41E+10;0.9;0.9;0.0028125000000000025;0.0
0.01;0.8;0.8;0.0009;64;1;9;sigmoid;tanh;uniform;0.1793557817301981;0.19836319893525303;0.0003696958187238241;4,06E+11;0.6375000000000001;0.6166666666666666;0.02625000000000001;0.009305555555555555
0.01;0.3;0.8;0.0009;64;1;9;sigmoid;tanh;uniform;0.19721079289298923;0.2047569498911892;0.0011945033333927468;0.00179347053345267;0.7083333333333334;0.6833333333333332;0.019409722222222224;0.01680555555555556
0.01;0.3;0.3;0.0009;64;3;9;tanh;tanh;uniform;0.20862031163252548;0.22976564276184744;0.0033603225077351987;0.0009008831156821057;0.6666666666666666;0.6;0.04378472222222223;0.02541666666666666
0.01;0.8;0.3;0.0009;64;3;9;tanh;tanh;uniform;0.20884789149789262;0.2440139159152388;0.002544712109782478;0.0030898128736892845;0.6958333333333333;0.5416666666666666;0.032951388888888884;0.06513888888888889
0.01;0.8;0.3;0.0009;64;1;9;tanh;sigmoid;uniform;0.2465311845357845;0.24818011252979552;6,15E+09;1,34E+10;0.5375;0.48333333333333334;0.001979166666666667;0.00013888888888888916
0.01;0.3;0.3;0.0009;64;1;9;sigmoid;tanh;uniform;0.24719074844179748;0.24906899507689417;5,03E+10;2,84E+08;0.5708333333333333;0.5083333333333333;0.0026388888888888885;0.003888888888888888
0.001;0.3;0.8;0.0009;64;3;9;sigmoid;tanh;uniform;0.22216766848393;0.24959785978227159;0.001639745975783113;4,71E+10;0.5833333333333334;0.5916666666666667;0.026284722222222223;0.0026388888888888885
0.01;0.8;0.3;0.0009;64;1;3;sigmoid;tanh;uniform;0.24939613245585943;0.24960899058781075;7,75E+07;3,01E+09;0.5208333333333334;0.5083333333333333;0.00024305555555555539;0.0005555555555555566
0.01;0.3;0.3;0.0009;64;1;3;tanh;sigmoid;uniform;0.24931853427017756;0.24962731540842328;1,67E+09;1,56E+08;0.6208333333333332;0.5666666666666667;0.02347222222222223;0.008888888888888885
0.01;0.3;0.8;0.0009;64;3;3;sigmoid;tanh;uniform;0.25037198897620394;0.2499672915946974;1,51E+09;2,99E+09;0.4916666666666667;0.5083333333333333;0.00013888888888888913;0.0005555555555555566
0.01;0.3;0.3;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.24993776710385443;0.2500562026100429;4,57E+06;5,08E+05;0.5083333333333333;0.4916666666666667;3,47E+10;0.00013888888888888913
0.001;0.8;0.8;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.250011012003213;0.2501263519145619;6,05E+05;1,09E+08;0.5;0.5083333333333333;0.0001041666666666664;0.00013888888888888913
0.001;0.3;0.8;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.24959955857124394;0.2501771655190246;3,10E+07;1,09E+10;0.5166666666666666;0.5166666666666667;0.00024305555555555539;0.000972222222222224
0.01;0.8;0.8;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.24992270260300087;0.25032811107271474;5,58E+06;7,88E+07;0.5083333333333333;0.48333333333333334;3,47E+10;0.00013888888888888916
0.01;0.8;0.3;0.0009;64;3;3;tanh;sigmoid;uniform;0.24958440489154002;0.2503561384042215;8,75E+07;1,34E+09;0.5166666666666667;0.5166666666666667;0.00013888888888888913;0.0005555555555555565
0.01;0.3;0.8;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.24954876917942218;0.25049433700050994;2,92E+08;7,32E+08;0.5166666666666667;0.4833333333333334;0.00024305555555555539;0.0009722222222222227
0.01;0.3;0.3;0.0009;64;1;3;sigmoid;tanh;uniform;0.2470667106391801;0.2507820156326231;1,32E+09;4,23E+09;0.5333333333333333;0.47500000000000003;3,47E+10;0.0004166666666666665
0.01;0.8;0.3;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.24986474318487317;0.25099959135558997;8,02E+07;1,93E+10;0.5083333333333333;0.4916666666666667;0.00013888888888888916;0.0005555555555555565
0.01;0.8;0.3;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.24948459278662638;0.2510984559318577;4,01E+08;2,74E+10;0.5166666666666666;0.4833333333333334;0.00024305555555555539;0.0009722222222222227
0.01;0.3;0.8;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.2500850124903264;0.25109958972778285;1,62E+09;1,47E+09;0.5083333333333333;0.4749999999999999;0.00013888888888888916;3,08E-17
0.001;0.3;0.3;0.0009;64;3;3;sigmoid;tanh;uniform;0.25043090817246494;0.251212742093575;1,71E+07;2,63E+09;0.5;0.5;0.0001041666666666664;0.0004166666666666674
0.001;0.8;0.3;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.2495137125765905;0.25153721736950535;3,56E+08;2,54E+09;0.5166666666666667;0.47500000000000003;0.00024305555555555539;0.0012500000000000002
0.01;0.3;0.3;0.0009;64;3;3;tanh;sigmoid;uniform;0.24939918920116444;0.2521188921098405;9,34E+04;1,11E+10;0.525;0.4583333333333333;0.0;0.0005555555555555553
0.01;0.3;0.8;0.0009;64;3;3;tanh;sigmoid;uniform;0.2491148692149084;0.2522412801888654;1,10E+10;5,47E+09;0.525;0.4666666666666666;0.00031250000000000147;0.0018055555555555566
0.01;0.3;0.3;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.24922975699779157;0.2523007569122597;1,27E+09;4,15E+08;0.5166666666666667;0.45;0.0006597222222222235;0.0004166666666666665
0.01;0.3;0.3;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.2493285593084543;0.25234419267328073;2,56E+09;2,72E+10;0.525;0.4583333333333333;0.00010416666666666685;0.0009722222222222224
0.01;0.8;0.3;0.0009;64;3;9;tanh;sigmoid;uniform;0.24948893208785905;0.25237581466515846;3,90E+09;6,30E+09;0.5166666666666666;0.4583333333333333;0.00024305555555555539;0.0001388888888888885
0.01;0.8;0.8;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.24960237675549948;0.2524282542298712;8,36E+07;3,13E+10;0.5166666666666666;0.4666666666666666;0.00013888888888888916;0.0005555555555555553
0.001;0.3;0.3;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.24949630473002238;0.25243778268137257;4,09E+09;4,37E+09;0.5166666666666666;0.47500000000000003;0.00024305555555555539;0.0012500000000000002
0.001;0.3;0.3;0.0009;64;3;9;sigmoid;tanh;uniform;0.25199188654980853;0.25250587836799077;2,08E+09;1,04E+11;0.4916666666666667;0.4916666666666667;0.00013888888888888913;0.0005555555555555565
0.01;0.3;0.3;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.249326640355879;0.2525388541603311;2,01E+09;2,18E+10;0.525;0.45;0.00010416666666666685;0.0004166666666666665
0.01;0.3;0.3;0.0009;64;3;9;tanh;sigmoid;uniform;0.2492906606380647;0.25259634803830927;2,53E+08;3,16E+10;0.5249999999999999;0.4583333333333333;0.00010416666666666685;0.0009722222222222224
0.001;0.3;0.3;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.24930232282757558;0.2526003712447445;2,76E+09;3,14E+08;0.5249999999999999;0.4583333333333333;0.00010416666666666685;0.0009722222222222224
0.01;0.3;0.8;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.2493714774367333;0.2526617290219568;2,11E+09;2,98E+10;0.525;0.4583333333333333;0.00010416666666666685;0.0009722222222222224
0.001;0.3;0.8;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.24914319567126023;0.25296411810720704;1,34E+10;8,78E+09;0.5166666666666667;0.5166666666666667;0.000972222222222224;0.0038888888888888875
0.01;0.8;0.3;0.0009;64;3;3;sigmoid;tanh;uniform;0.25015057436265825;0.2531438029379179;6,12E+08;9,73E+09;0.5166666666666666;0.4749999999999999;3,47E+10;0.0004166666666666665
0.001;0.8;0.3;0.0009;64;3;9;sigmoid;tanh;uniform;0.24948631207755897;0.2534194079874589;3,92E+08;7,98E+08;0.525;0.4666666666666666;0.00010416666666666685;0.0009722222222222224
0.01;0.3;0.3;0.0009;64;1;9;tanh;sigmoid;uniform;0.24815170420134314;0.2534590663442802;6,16E+08;4,50E+08;0.5333333333333333;0.4416666666666667;3,47E+10;0.0009722222222222212
0.01;0.3;0.3;0.0009;64;3;3;sigmoid;tanh;uniform;0.2490915606732859;0.25350451212467606;1,05E+09;3,45E+09;0.5333333333333333;0.45;3,47E+10;0.0012499999999999985
0.01;0.8;0.3;0.0009;64;1;3;tanh;sigmoid;uniform;0.24741844684490966;0.253841051623966;2,25E+08;3,77E+10;0.5791666666666667;0.5083333333333334;0.0038888888888888896;0.013888888888888895
0.01;0.8;0.3;0.0009;64;3;3;tanh;tanh;uniform;0.2493899392800171;0.2538922085883142;3,29E+08;7,44E+09;0.5249999999999999;0.44999999999999996;0.00010416666666666685;0.0004166666666666665
0.01;0.8;0.3;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.2487556031276833;0.25422454369084224;7,74E+08;7,19E+10;0.5333333333333333;0.45;0.00013888888888888916;0.001666666666666666
0.01;0.8;0.3;0.0009;64;3;9;sigmoid;tanh;uniform;0.25111000834841296;0.25428937140184565;8,56E+09;1,48E+10;0.5166666666666667;0.4666666666666666;0.0004513888888888889;0.0018055555555555566
0.01;0.8;0.8;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.24934126257427236;0.25531154143411033;1,05E+09;6,12E+10;0.5083333333333333;0.5083333333333333;0.000972222222222224;0.003888888888888888
0.01;0.8;0.3;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.24892100459300628;0.25579081446517055;1,63E+09;3,80E+09;0.5333333333333333;0.4416666666666667;3,47E+10;0.0009722222222222212
0.01;0.3;0.8;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.24901862051969928;0.2561782721354714;2,91E+09;1,85E+09;0.5333333333333333;0.44166666666666665;3,47E+10;0.0009722222222222212
0.001;0.3;0.8;0.0009;64;3;3;sigmoid;tanh;uniform;0.25176255425509225;0.25657356277060056;3,09E+06;6,76E+09;0.5166666666666667;0.4666666666666666;0.00013888888888888913;0.0005555555555555553
0.001;0.8;0.8;0.0009;64;3;3;sigmoid;tanh;uniform;0.2505854938628655;0.2567603914164482;3,93E+08;5,94E+10;0.5166666666666666;0.47500000000000003;0.00024305555555555539;0.0012500000000000002
0.001;0.8;0.3;0.0009;64;3;3;sigmoid;tanh;uniform;0.24823956847556858;0.2573469716563097;2,67E+07;1,24E+09;0.5416666666666666;0.43333333333333335;3,47E+11;0.001805555555555555
0.01;0.3;0.3;0.0009;64;3;3;tanh;tanh;uniform;0.24844942334727116;0.25769245366716326;2,81E+09;3,58E+10;0.5333333333333333;0.42500000000000004;0.0004513888888888894;0.0004166666666666665
0.01;0.8;0.8;0.0009;64;3;3;tanh;sigmoid;uniform;0.24813639313692;0.2591395831949482;7,89E+08;2,52E+11;0.5416666666666667;0.425;0.00013888888888888916;0.001666666666666666
0.01;0.8;0.8;0.0009;64;3;9;sigmoid;tanh;uniform;0.2554903900539946;0.26077681845227774;7,75E+10;4,74E+10;0.5166666666666666;0.4583333333333333;0.0008680555555555555;0.0026388888888888885
0.001;0.8;0.3;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.24763586346049693;0.26126412798393694;5,39E+08;6,49E+09;0.5416666666666666;0.4083333333333334;0.0006597222222222221;0.0009722222222222224
0.01;0.8;0.8;0.0009;64;3;3;sigmoid;tanh;uniform;0.24909628876349657;0.26143209562181174;4,62E+08;9,16E+10;0.525;0.4416666666666667;0.001979166666666667;0.00680555555555556
0.01;0.8;0.8;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.2475022779081475;0.2618433739098631;5,42E+09;7,72E+10;0.5416666666666666;0.425;0.0009722222222222215;0.005000000000000002
0.01;0.8;0.3;0.0009;64;1;9;sigmoid;tanh;uniform;0.24720229283739126;0.2619992795264681;1,11E+10;2,42E+10;0.5416666666666666;0.425;3,47E+11;0.0012500000000000002
0.001;0.8;0.8;0.0009;64;3;9;sigmoid;tanh;uniform;0.23767767323905054;0.2625685950881869;0.0002935598858191882;0.000867584292964502;0.5708333333333333;0.425;0.0017013888888888884;0.002916666666666667
0.01;0.3;0.3;0.0009;64;3;9;sigmoid;tanh;uniform;0.2485323408691523;0.2707609817578515;3,94E+09;0.00025744172406092685;0.5416666666666666;0.4083333333333334;0.0006597222222222221;0.0009722222222222224
0.001;0.8;0.8;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.24493446102112604;0.2749766450850237;2,94E+11;0.0005103499906768108;0.5583333333333333;0.3666666666666667;0.0017013888888888918;0.001805555555555555
0.01;0.3;0.8;0.0009;64;3;9;sigmoid;tanh;uniform;0.29179832170392345;0.2758553511897175;0.0027275251265813445;0.0003427380712137151;0.49166666666666664;0.5083333333333333;0.0009722222222222224;0.003888888888888888
